Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,rdkit_smiles,inchi_key,compound_id,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
Menthone,-2.516,1,154.253,0,1,1,17.07,-2.35,CC(C)C1CCC(C)CC1=O,CC1CCC(C(C)C)C(=O)C1,NFLGAXVYCFJBMK-UHFFFAOYSA-N,NFLGAXVYCFJBMK-UHFFFAOYSA-N,-2.35,,-0.0,0
RTI 24,-4.423,1,273.723,1,3,1,45.23,-5.36,CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21,ZSFUDSWIVAQKEN-UHFFFAOYSA-N,ZSFUDSWIVAQKEN-UHFFFAOYSA-N,-5.36,,-0.0,0
"2,3-Dichloronitrobenzene",-3.322,1,192.00100000000003,0,1,1,43.14,-3.48,O=N(=O)c1c(Cl)c(Cl)ccc1,O=[N+]([O-])c1cccc(Cl)c1Cl,CMVQZRLQEOAYSW-UHFFFAOYSA-N,CMVQZRLQEOAYSW-UHFFFAOYSA-N,-3.48,,-0.0,0
thiamylal,-3.063,1,254.355,2,1,5,58.2,-3.46,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,XLOMZPUITCYLMJ-UHFFFAOYSA-N,XLOMZPUITCYLMJ-UHFFFAOYSA-N,-3.46,,-0.0,0
Fluoranthene,-4.957,2,202.256,0,4,0,0.0,-6.0,c1ccc2c(c1)c3cccc4cccc2c34,c1ccc2c(c1)-c1cccc3cccc-2c13,GVEPBJHOBDJJJI-UHFFFAOYSA-N,GVEPBJHOBDJJJI-UHFFFAOYSA-N,-6.0,,-0.0,0
Propylisopropylether,-1.354,1,102.17699999999998,0,0,3,9.23,-1.34,CCCOC(C)C,CCCOC(C)C,JIEJJGMNDWIGBJ-UHFFFAOYSA-N,JIEJJGMNDWIGBJ-UHFFFAOYSA-N,-1.34,,-0.0,0
"1,3-Dimethylnaphthalene",-4.147,1,156.22799999999998,0,2,0,0.0,-4.29,Cc1cc(C)c2ccccc2c1,Cc1cc(C)c2ccccc2c1,QHJMFSMPSZREIF-UHFFFAOYSA-N,QHJMFSMPSZREIF-UHFFFAOYSA-N,-4.29,,-0.0,0
diethylstilbestrol,-5.074,1,268.356,2,2,4,40.46,-4.07,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,RGLYKWWBQGJZGM-UHFFFAOYSA-N,RGLYKWWBQGJZGM-UHFFFAOYSA-N,-4.07,,-0.0,0
Chlorothalonil,-3.995,1,265.914,0,1,0,47.58,-5.64,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,CRQQGFGUEAVUIL-UHFFFAOYSA-N,CRQQGFGUEAVUIL-UHFFFAOYSA-N,-5.64,,-0.0,0
"2,3',4',5-PCB",-6.312,1,291.992,0,2,1,0.0,-7.25,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,KENZYIHFBRWMOD-UHFFFAOYSA-N,KENZYIHFBRWMOD-UHFFFAOYSA-N,-7.25,,-0.0,0
styrene oxide,-1.826,2,120.15099999999995,0,2,1,12.53,-1.6,C1OC1c2ccccc2 ,c1ccc(C2CO2)cc1,AWMVMTVKBNGEAK-UHFFFAOYSA-N,AWMVMTVKBNGEAK-UHFFFAOYSA-N,-1.6,,-0.0,0
Isopropylbenzene ,-3.265,1,120.19499999999996,0,1,1,0.0,-3.27,CC(C)c1ccccc1,CC(C)c1ccccc1,RWGFKTVRMDUZSP-UHFFFAOYSA-N,RWGFKTVRMDUZSP-UHFFFAOYSA-N,-3.27,,-0.0,0
Deoxycorticosterone,-3.939,1,330.4680000000001,1,4,2,54.370000000000005,-3.45,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,ZESRJSPZRDMNHY-UHFFFAOYSA-N,ZESRJSPZRDMNHY-UHFFFAOYSA-N,-3.45,,-0.0,0
chlorquinox,-4.438,1,267.93,0,2,0,25.78,-5.43,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,NHTGQOXRZFUGJX-UHFFFAOYSA-N,NHTGQOXRZFUGJX-UHFFFAOYSA-N,-5.43,,-0.0,0
L-arabinose,0.601,1,150.13,4,1,0,90.15,0.39,C1OC(O)C(O)C(O)C1O,OC1COC(O)C(O)C1O,SRBFZHDQGSBBOR-UHFFFAOYSA-N,SRBFZHDQGSBBOR-UHFFFAOYSA-N,0.39,,0.0,0
Dichloromethane,-1.156,1,84.93299999999999,0,0,0,0.0,-0.63,ClCCl,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,-0.63,,-0.0,0
1-Ethylnaphthalene ,-4.1,1,156.22799999999998,0,2,1,0.0,-4.17,CCc1cccc2ccccc12,CCc1cccc2ccccc12,ZMXIYERNXPIYFR-UHFFFAOYSA-N,ZMXIYERNXPIYFR-UHFFFAOYSA-N,-4.17,,-0.0,0
Methyl formate,-0.048,1,60.05200000000001,0,0,1,26.3,0.58,COC=O,COC=O,TZIHFWKZFHZASV-UHFFFAOYSA-N,TZIHFWKZFHZASV-UHFFFAOYSA-N,0.58,,0.0,0
o-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-1.74,Oc1ccccc1N(=O)=O,O=[N+]([O-])c1ccccc1O,IQUPABOKLQSFBK-UHFFFAOYSA-N,IQUPABOKLQSFBK-UHFFFAOYSA-N,-1.74,,-0.0,0
thymine,-0.78,1,126.115,2,1,0,65.72,-1.506,Cc1c[nH]c(=O)[nH]c1=O ,Cc1c[nH]c(=O)[nH]c1=O,RWQNBRDOKXIBIV-UHFFFAOYSA-N,RWQNBRDOKXIBIV-UHFFFAOYSA-N,-1.506,,-0.0,0
2-Methylpropane,-1.891,1,58.124,0,0,0,0.0,-2.55,CC(C)C,CC(C)C,NNPPMTNAJDCUHE-UHFFFAOYSA-N,NNPPMTNAJDCUHE-UHFFFAOYSA-N,-2.55,,-0.0,0
Inosine,-0.8340000000000001,1,268.22900000000004,4,3,2,133.75,-1.23,OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,UGQMRVRMYYASKQ-UHFFFAOYSA-N,UGQMRVRMYYASKQ-UHFFFAOYSA-N,-1.23,,-0.0,0
Ioxynil,-4.615,1,370.915,1,1,0,44.02,-3.61,Oc1c(I)cc(C#N)cc1I,N#Cc1cc(I)c(O)c(I)c1,NRXQIUSYPAHGNM-UHFFFAOYSA-N,NRXQIUSYPAHGNM-UHFFFAOYSA-N,-3.61,,-0.0,0
Niclosamide,-5.032,1,327.1230000000001,2,2,3,92.47,-4.7,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,-4.7,,-0.0,0
Pentane,-2.261,1,72.151,0,0,2,0.0,-3.18,CCCCC,CCCCC,OFBQJSOFQDEBGM-UHFFFAOYSA-N,OFBQJSOFQDEBGM-UHFFFAOYSA-N,-3.18,,-0.0,0
Phenol,-1.991,1,94.113,1,1,0,20.23,0.0,c1ccccc1O,Oc1ccccc1,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,0.0,,,0
2-aminoanthracene,-3.789,1,193.249,1,3,0,26.02,-5.17,Nc3ccc2cc1ccccc1cc2c3 ,Nc1ccc2cc3ccccc3cc2c1,YCSBALJAGZKWFF-UHFFFAOYSA-N,YCSBALJAGZKWFF-UHFFFAOYSA-N,-5.17,,-0.0,0
theobromine,-1.05,1,180.167,1,2,0,72.68,-2.523,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,Cn1cnc2c1c(=O)[nH]c(=O)n2C,YAPQBXQYLJRXSA-UHFFFAOYSA-N,YAPQBXQYLJRXSA-UHFFFAOYSA-N,-2.523,,-0.0,0
Isoquinoline,-2.531,2,129.16199999999998,0,2,0,12.89,-1.45,c1ccc2cnccc2c1,c1ccc2cnccc2c1,AWJUIBRHMBBTKR-UHFFFAOYSA-N,AWJUIBRHMBBTKR-UHFFFAOYSA-N,-1.45,,-0.0,0
Anilofos,-5.106,1,367.86,0,1,7,38.77,-4.432,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,NXQDBZGWYSEGFL-UHFFFAOYSA-N,NXQDBZGWYSEGFL-UHFFFAOYSA-N,-4.432,,-0.0,0
Hexylbenzene ,-4.22,1,162.276,0,1,5,0.0,-5.21,CCCCCCc1ccccc1,CCCCCCc1ccccc1,LTEQMZWBSYACLV-UHFFFAOYSA-N,LTEQMZWBSYACLV-UHFFFAOYSA-N,-5.21,,-0.0,0
2-Chlorobiphenyl,-4.5280000000000005,1,188.657,0,2,1,0.0,-4.54,Clc1ccccc1c2ccccc2,Clc1ccccc1-c1ccccc1,LAXBNTIAOJWAOP-UHFFFAOYSA-N,LAXBNTIAOJWAOP-UHFFFAOYSA-N,-4.54,,-0.0,0
2-Methyl-1-Pentene,-2.3480000000000003,1,84.16199999999999,0,0,2,0.0,-3.03,CCCC(=C)C,C=C(C)CCC,WWUVJRULCWHUSA-UHFFFAOYSA-N,WWUVJRULCWHUSA-UHFFFAOYSA-N,-3.03,,-0.0,0
"2,3,4-Trimethylpentane",-3.276,1,114.232,0,0,2,0.0,-4.8,CC(C)C(C)C(C)C,CC(C)C(C)C(C)C,RLPGDEORIPLBNF-UHFFFAOYSA-N,RLPGDEORIPLBNF-UHFFFAOYSA-N,-4.8,,-0.0,0
Pentachlorobenzene,-5.167999999999999,1,250.339,0,1,0,0.0,-5.65,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,-5.65,,-0.0,0
m-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-1.01,Oc1cccc(c1)N(=O)=O,O=[N+]([O-])c1cccc(O)c1,RTZZCYNQPHTPPL-UHFFFAOYSA-N,RTZZCYNQPHTPPL-UHFFFAOYSA-N,-1.01,,-0.0,0
1-Decene,-3.781,1,140.26999999999998,0,0,7,0.0,-5.51,CCCCCCCCC=C,C=CCCCCCCCC,AFFLGGQVNFXPEV-UHFFFAOYSA-N,AFFLGGQVNFXPEV-UHFFFAOYSA-N,-5.51,,-0.0,0
Glyceryl triacetate,-1.285,1,218.205,0,0,5,78.9,-0.6,CC(=O)OCC(COC(=O)C)OC(=O)C,CC(=O)OCC(COC(C)=O)OC(C)=O,URAYPUMNDPQOKB-UHFFFAOYSA-N,URAYPUMNDPQOKB-UHFFFAOYSA-N,-0.6,,-0.0,0
dimethirimol,-3.57,1,209.293,1,1,4,49.25000000000001,-2.24,CCCCc1c(C)nc(nc1O)N(C)C ,CCCCc1c(C)nc(N(C)C)nc1O,CJHXCRMKMMBYJQ-UHFFFAOYSA-N,CJHXCRMKMMBYJQ-UHFFFAOYSA-N,-2.24,,-0.0,0
Cyfluthrin,-6.84,1,434.29400000000015,0,3,6,59.32000000000001,-7.337000000000001,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,QQODLKZGRKWIFG-UHFFFAOYSA-N,QQODLKZGRKWIFG-UHFFFAOYSA-N,-7.337000000000001,,-0.0,0
Pyridine,-1.481,2,79.10199999999998,0,1,0,12.89,0.76,c1ccncc1,c1ccncc1,JUJWROOIHBZHMG-UHFFFAOYSA-N,JUJWROOIHBZHMG-UHFFFAOYSA-N,0.76,,0.0,0
1-Bromoheptane,-3.366,1,179.101,0,0,5,0.0,-4.43,CCCCCCCBr,CCCCCCCBr,LSXKDWGTSHCFPP-UHFFFAOYSA-N,LSXKDWGTSHCFPP-UHFFFAOYSA-N,-4.43,,-0.0,0
"3,4-Dimethylpyridine",-2.067,1,107.156,0,1,0,12.89,0.36,Cc1ccncc1C,Cc1ccncc1C,NURQLCJSMXZBPC-UHFFFAOYSA-N,NURQLCJSMXZBPC-UHFFFAOYSA-N,0.36,,0.0,0
Fludrocortisone,-3.172,1,380.4560000000001,3,4,2,94.83,-3.43,CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,AAXVEMMRQDVLJB-UHFFFAOYSA-N,AAXVEMMRQDVLJB-UHFFFAOYSA-N,-3.43,,-0.0,0
ethiofencarb,-2.855,1,225.313,1,1,4,38.33,-2.09,CCSCc1ccccc1OC(=O)NC ,CCSCc1ccccc1OC(=O)NC,HEZNVIYQEUHLNI-UHFFFAOYSA-N,HEZNVIYQEUHLNI-UHFFFAOYSA-N,-2.09,,-0.0,0
Malonic acid diethylester,-1.413,1,160.16899999999998,0,0,4,52.60000000000001,-0.82,CCOC(=O)CC(=O)OCC,CCOC(=O)CC(=O)OCC,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,-0.82,,-0.0,0
d-Limonene,-3.429,1,136.238,0,1,1,0.0,-4.26,CC1=CCC(CC1)C(C)=C,C=C(C)C1CC=C(C)CC1,XMGQYMWWDOXHJM-UHFFFAOYSA-N,XMGQYMWWDOXHJM-UHFFFAOYSA-N,-4.26,,-0.0,0
Indan,-3.057,2,118.17899999999996,0,2,0,0.0,-3.04,C1Cc2ccccc2C1,c1ccc2c(c1)CCC2,PQNFLJBBNBOBRQ-UHFFFAOYSA-N,PQNFLJBBNBOBRQ-UHFFFAOYSA-N,-3.04,,-0.0,0
p-t-Butylphenol,-3.192,1,150.22099999999998,1,1,0,20.23,-2.41,CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)cc1,QHPQWRBYOIRBIT-UHFFFAOYSA-N,QHPQWRBYOIRBIT-UHFFFAOYSA-N,-2.41,,-0.0,0
Cyclopropyl-5-spirobarbituric acid,-0.088,1,154.125,2,2,0,75.27,-1.886,O=C2NC(=O)C1(CC1)C(=O)N2 ,O=C1NC(=O)C2(CC2)C(=O)N1,PQVZDTWRGIHYCU-UHFFFAOYSA-N,PQVZDTWRGIHYCU-UHFFFAOYSA-N,-1.886,,-0.0,0
m-Chloroiodobenzene,-4.384,1,238.455,0,1,0,0.0,-3.55,Clc1cccc(I)c1,Clc1cccc(I)c1,JMLWXCJXOYDXRN-UHFFFAOYSA-N,JMLWXCJXOYDXRN-UHFFFAOYSA-N,-3.55,,-0.0,0
1-Bromonapthalene,-4.434,1,207.07,0,2,0,0.0,-4.35,Brc1cccc2ccccc12,Brc1cccc2ccccc12,DLKQHBOKULLWDQ-UHFFFAOYSA-N,DLKQHBOKULLWDQ-UHFFFAOYSA-N,-4.35,,-0.0,0
trans-2-Pentene ,-2.076,1,70.135,0,0,1,0.0,-2.54,CC/C=C/C,C/C=C/CC,QMMOXUPEWRXHJS-HWKANZROSA-N,QMMOXUPEWRXHJS-HWKANZROSA-N,-2.54,,-0.0,0
"2,6-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.45,Cc1cccc(C)n1,Cc1cccc(C)n1,OISVCGZHLKNMSJ-UHFFFAOYSA-N,OISVCGZHLKNMSJ-UHFFFAOYSA-N,0.45,,0.0,0
Trichloroethylene,-2.312,1,131.389,0,0,0,0.0,-1.96,ClC=C(Cl)Cl,ClC=C(Cl)Cl,XSTXAVWGXDQKEL-UHFFFAOYSA-N,XSTXAVWGXDQKEL-UHFFFAOYSA-N,-1.96,,-0.0,0
1-Napthylamine,-2.721,1,143.189,1,2,0,26.02,-1.92,Nc1cccc2ccccc12,Nc1cccc2ccccc12,RUFPHBVGCFYCNW-UHFFFAOYSA-N,RUFPHBVGCFYCNW-UHFFFAOYSA-N,-1.92,,-0.0,0
m-Xylene ,-3.035,1,106.168,0,1,0,0.0,-2.82,Cc1cccc(C)c1,Cc1cccc(C)c1,IVSZLXZYQVIEFR-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,-2.82,,-0.0,0
2-hydroxypteridine,-1.404,1,148.125,1,2,0,71.79,-1.947,Oc2ncc1nccnc1n2,Oc1ncc2nccnc2n1,VWXIHLCLIOQWRA-UHFFFAOYSA-N,VWXIHLCLIOQWRA-UHFFFAOYSA-N,-1.947,,-0.0,0
Methanol,0.441,1,32.042,1,0,0,20.23,1.57,CO,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N,1.57,,0.0,0
Amobarbital,-2.312,1,226.276,2,1,4,75.27000000000001,-2.468,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII-UHFFFAOYSA-N,VIROVYVQCGLCII-UHFFFAOYSA-N,-2.5629999999999997,0.13435028842544414,-3.706593835349191,0
2-Butanone,-0.491,1,72.107,0,0,1,17.07,0.52,CCC(=O)C,CCC(C)=O,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,0.52,,0.0,0
5-fluorouracil,-0.792,1,130.078,2,1,0,65.72,-1.077,Fc1c[nH]c(=O)[nH]c1=O ,O=c1[nH]cc(F)c(=O)[nH]1,GHASVSINZRGABV-UHFFFAOYSA-N,GHASVSINZRGABV-UHFFFAOYSA-N,-1.077,,-0.0,0
tubercidin,-0.892,1,266.257,4,3,2,126.65,-1.95,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,HDZZVAMISRMYHH-UHFFFAOYSA-N,HDZZVAMISRMYHH-UHFFFAOYSA-N,-1.95,,-0.0,0
"1,3-Benzenediol",-1.59,1,110.11199999999998,2,1,0,40.46,0.81,Oc1cccc(O)c1,Oc1cccc(O)c1,GHMLBKRAJCXXBS-UHFFFAOYSA-N,GHMLBKRAJCXXBS-UHFFFAOYSA-N,0.81,,0.0,0
1-Hexanol,-1.3969999999999998,1,102.177,1,0,4,20.23,-1.24,CCCCCCO,CCCCCCO,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,-1.24,,-0.0,0
1-Chloropentane,-2.294,1,106.596,0,0,3,0.0,-2.73,CCCCCCl,CCCCCCl,SQCZQTSHSZLZIQ-UHFFFAOYSA-N,SQCZQTSHSZLZIQ-UHFFFAOYSA-N,-2.73,,-0.0,0
"1,3-Butadiene",-1.376,1,54.09199999999999,0,0,1,0.0,-1.87,C=CC=C,C=CC=C,KAKZBPTYRLMSJV-UHFFFAOYSA-N,KAKZBPTYRLMSJV-UHFFFAOYSA-N,-1.87,,-0.0,0
Propyl acetate,-1.125,1,102.13299999999998,0,0,2,26.3,-0.72,CCCOC(=O)C,CCCOC(C)=O,YKYONYBAUNKHLG-UHFFFAOYSA-N,YKYONYBAUNKHLG-UHFFFAOYSA-N,-0.72,,-0.0,0
"5,6,7,8-tetrahydro-2-naphthol",-3.0860000000000003,1,148.205,1,2,0,20.23,-1.99,Oc2ccc1CCCCc1c2 ,Oc1ccc2c(c1)CCCC2,UMKXSOXZAXIOPJ-UHFFFAOYSA-N,UMKXSOXZAXIOPJ-UHFFFAOYSA-N,-1.99,,-0.0,0
chloroacetamide,-0.106,1,93.513,1,0,1,43.09,-0.02,NC(=O)CCl ,NC(=O)CCl,VXIVSQZSERGHQP-UHFFFAOYSA-N,VXIVSQZSERGHQP-UHFFFAOYSA-N,-0.02,,-0.0,0
Iodofenphos,-6.148,1,413.0,0,1,4,27.69,-6.62,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,LFVLUOAHQIVABZ-UHFFFAOYSA-N,LFVLUOAHQIVABZ-UHFFFAOYSA-N,-6.62,,-0.0,0
4-Chlorotoluene,-3.297,1,126.586,0,1,0,0.0,-3.08,Cc1ccc(Cl)cc1,Cc1ccc(Cl)cc1,NPDACUSDTOMAMK-UHFFFAOYSA-N,NPDACUSDTOMAMK-UHFFFAOYSA-N,-3.08,,-0.0,0
Metribuzin,-2.324,1,214.294,1,1,1,73.8,-2.253,CSc1nnc(c(=O)n1N)C(C)(C)C,CSc1nnc(C(C)(C)C)c(=O)n1N,FOXFZRUHNHCZPX-UHFFFAOYSA-N,FOXFZRUHNHCZPX-UHFFFAOYSA-N,-2.253,,-0.0,0
Tricresyl phosphate,-6.39,1,368.3690000000001,0,3,6,44.760000000000005,-6.01,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1,FSNFYCPCXFQJSI-UHFFFAOYSA-N,FSNFYCPCXFQJSI-UHFFFAOYSA-N,-6.01,,-0.0,0
Caproaldehyde,-1.457,1,100.161,0,0,4,17.07,-1.3,CCCCCC=O,CCCCCC=O,JARKCYVAAOWBJS-UHFFFAOYSA-N,JARKCYVAAOWBJS-UHFFFAOYSA-N,-1.3,,-0.0,0
Butamben,-3.039,1,193.246,1,1,4,52.32,-3.082,CCCCOC(=O)c1ccc(N)cc1,CCCCOC(=O)c1ccc(N)cc1,IUWVALYLNVXWKX-UHFFFAOYSA-N,IUWVALYLNVXWKX-UHFFFAOYSA-N,-3.082,,-0.0,0
RTI 3,-3.049,1,255.277,1,3,0,68.45,-3.043,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C,MUKSMBAVCDPKRC-UHFFFAOYSA-N,MUKSMBAVCDPKRC-UHFFFAOYSA-N,-3.043,,-0.0,0
Nerol,-2.603,1,154.253,1,0,4,20.23,-2.46,CC(C)=CCC/C(C)=C\CO,CC(C)=CCC/C(C)=C\CO,GLZPCOQZEFWAFX-YFHOEESVSA-N,GLZPCOQZEFWAFX-YFHOEESVSA-N,-2.46,,-0.0,0
"2,4'-PCB",-5.142,1,223.102,0,2,1,0.0,-5.28,Clc1ccc(cc1)c2ccccc2Cl ,Clc1ccc(-c2ccccc2Cl)cc1,UFNIBRDIUNVOMX-UHFFFAOYSA-N,UFNIBRDIUNVOMX-UHFFFAOYSA-N,-5.28,,-0.0,0
3-Octanoyloxymethylphenytoin,-4.84,1,408.498,1,3,10,75.71,-6.523,O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,IDZYLIZKJFAXAS-UHFFFAOYSA-N,IDZYLIZKJFAXAS-UHFFFAOYSA-N,-6.523,,-0.0,0
Nitroethane,-0.462,1,75.067,0,0,1,43.14,-0.22,CCN(=O)=O,CC[N+](=O)[O-],MCSAJNNLRCFZED-UHFFFAOYSA-N,MCSAJNNLRCFZED-UHFFFAOYSA-N,-0.22,,-0.0,0
Ethalfluralin,-5.063,1,333.266,0,1,6,89.51999999999998,-6.124,CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],PTFJIKYUEPWBMS-UHFFFAOYSA-N,PTFJIKYUEPWBMS-UHFFFAOYSA-N,-6.124,,-0.0,0
"1,2,3,4-Tetrachlorobenzene",-4.546,1,215.894,0,1,0,0.0,-4.57,Clc1ccc(Cl)c(Cl)c1Cl,Clc1ccc(Cl)c(Cl)c1Cl,GBDZXPJXOMHESU-UHFFFAOYSA-N,GBDZXPJXOMHESU-UHFFFAOYSA-N,-4.57,,-0.0,0
Meprobamate,-1.376,1,218.253,2,0,6,104.64,-1.807,CCCC(C)(COC(N)=O)COC(N)=O ,CCCC(C)(COC(N)=O)COC(N)=O,NPPQSCRMBWNHMW-UHFFFAOYSA-N,NPPQSCRMBWNHMW-UHFFFAOYSA-N,-1.807,,-0.0,0
pregnenolone,-4.342,1,316.48500000000007,1,4,1,37.3,-4.65,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,ORNBQBCIOKFOEO-UHFFFAOYSA-N,ORNBQBCIOKFOEO-UHFFFAOYSA-N,-4.65,,-0.0,0
Iodomethane,-1.646,1,141.939,0,0,0,0.0,-1.0,CI,CI,INQOMBQAUSQDDS-UHFFFAOYSA-N,INQOMBQAUSQDDS-UHFFFAOYSA-N,-1.0,,-0.0,0
cycloheximide,-1.5319999999999998,1,281.35200000000003,2,2,3,83.47,-1.13,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,YPHMISFOHDHNIV-UHFFFAOYSA-N,YPHMISFOHDHNIV-UHFFFAOYSA-N,-1.13,,-0.0,0
3-Heptanoyloxymethylphenytoin,-4.496,1,394.471,1,3,9,75.71,-6.301,O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,FFGKFDRZZAJYCH-UHFFFAOYSA-N,FFGKFDRZZAJYCH-UHFFFAOYSA-N,-6.301,,-0.0,0
isophorone,-2.015,1,138.20999999999998,0,1,0,17.07,-1.06,CC1=CC(=O)CC(C)(C)C1 ,CC1=CC(=O)CC(C)(C)C1,HJOVHMDZYOCNQW-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,-1.06,,-0.0,0
Butabarbital,-1.958,1,212.249,2,1,3,75.27000000000001,-2.39,O=C1NC(=O)NC(=O)C1(CC)C(C)CC,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,ZRIHAIZYIMGOAB-UHFFFAOYSA-N,ZRIHAIZYIMGOAB-UHFFFAOYSA-N,-2.39,,-0.0,0
5-Nonanone,-2.329,1,142.242,0,0,6,17.07,-2.58,CCCCC(=O)CCCC,CCCCC(=O)CCCC,WSGCRAOTEDLMFQ-UHFFFAOYSA-N,WSGCRAOTEDLMFQ-UHFFFAOYSA-N,-2.58,,-0.0,0
Glutethimide,-2.591,1,217.268,1,2,2,46.17,-2.337,CCC1(CCC(=O)NC1=O)c2ccccc2 ,CCC1(c2ccccc2)CCC(=O)NC1=O,JMBQKKAJIKAWKF-UHFFFAOYSA-N,JMBQKKAJIKAWKF-UHFFFAOYSA-N,-2.337,,-0.0,0
3-Methylpentane,-2.6,1,86.178,0,0,2,0.0,-3.68,CCC(C)CC,CCC(C)CC,PFEOZHBOMNWTJB-UHFFFAOYSA-N,PFEOZHBOMNWTJB-UHFFFAOYSA-N,-3.68,,-0.0,0
